mode,strategy,strategy_name,corpus_id,publication_number,question_language,context_language,question,answer,question_type,framing,faith_grounding,faith_precision,faith_numerical_fidelity,faith_overall,qual_search_bar_realism,qual_specificity,qual_phrasing_economy,qual_focus,qual_linguistic_quality,qual_overall,qual_search_realism,qual_lexical_distance,qual_conceptual_framing,qual_retrievability,qual_linguistic_quality,qual_overall,qual_failure_type,total_score
technical,3,random_existing,EP-4633893-A1_fr,EP-4633893-A1,fr,"en,fr",Quel traitement est appliqué aux pièces avant le transport du récipient ?,le ramollissement du matériau matriciel avant le transport du récipient par traitement des pièces avec un liquide,method,,4,4,5,13,5,4,4,5,5,23,,,,,5,23,none,36
technical,3,random_existing,EP-4633462-A1_en,EP-4633462-A1,en,"en,fr",Where is the analyte sensing region configured to be held?,in the dermis of the skin of the subject,structure,,5,5,5,15,4,5,4,5,5,23,,,,,5,23,none,38
technical,3,random_existing,EP-4633462-A1_en,EP-4633462-A1,en,"en,fr",What does the monitor determine in vivo?,determining analyte concentrations in vivo,outcome,,5,5,5,15,4,4,4,5,5,22,,,,,5,22,none,37
technical,3,random_existing,EP-4633462-A1_en,EP-4633462-A1,en,"en,fr",What part is configured to adhere to the skin of a subject?,a housing configured to adhere to the skin of a subject,material,,5,5,5,15,4,4,3,5,5,21,,,,,5,21,high-overlap,36
technical,3,random_existing,EP-4633386-A1_en,EP-4633386-A1,en,"en,fr",Where is the halogenated solvent evaporated?,in an expansion chamber containing the substance to be enriched,method,,5,5,5,15,5,5,4,5,5,24,,,,,5,24,none,39
technical,3,random_existing,EP-4633386-A1_en,EP-4633386-A1,en,"en,fr",What types of halogenated solvents are specified?,hydrofluorocarbons and hydrofluoroolefins,material,,5,5,5,15,4,5,4,5,5,23,,,,,5,23,none,38
technical,3,random_existing,EP-4633386-A1_en,EP-4633386-A1,en,"en,fr",What kinds of products can contain the BAC-enriched compositions?,"food, cosmetic, nutraceutical, or pharmaceutical products",outcome,,5,5,5,15,4,4,4,5,5,22,,,,,5,22,none,37
technical,3,random_existing,EP-4633970-A1_fr,EP-4633970-A1,fr,"en,fr",Quelle proportion de la largeur de la bande de roulement est couverte par les deux couches de sommet de travail ?,au moins 40 % de la largeur L5 de la bande de roulement (5),parameter_or_condition,,5,5,5,15,4,5,4,5,5,23,,,,,5,23,none,38
technical,3,random_existing,EP-4633970-A1_fr,EP-4633970-A1,fr,"en,fr",Quelle quantité de charges renforçantes contient le mélange caoutchouteux constituant la couche de calandrage ?,60 à 80 pce de charges renforçantes,material,,5,5,5,15,4,5,4,5,5,23,,,,,5,23,none,38
technical,3,random_existing,EP-4633970-A1_fr,EP-4633970-A1,fr,"en,fr",Quelle est la condition sur la différence entre les valeurs absolues des angles α2 et α1 ?,la valeur absolue de la différence entre les valeurs absolues des angles α2 et α1 étant supérieure à 4°,structure,,5,5,5,15,3,5,3,4,4,19,,,,,4,19,document-phrasing,34
technical,4,all,EP-4633415-A1_en,EP-4633415-A1,en,"en,fr",What structure is used for fluid filtration or purification?,A metal foam vape structure,material,,5,5,5,15,4,5,4,5,5,23,,,,,5,23,none,38
technical,4,all,EP-4633415-A1_en,EP-4633415-A1,en,"en,fr",What types of filtration are given as examples?,vapor or gas filtration,method,,5,5,5,15,4,5,4,5,5,23,,,,,5,23,none,38
technical,4,all,EP-4633415-A1_en,EP-4633415-A1,en,"en,fr",What does the inhaled and exhaled vapor contain?,nicotine and flavoring,structure,,5,5,5,15,4,5,4,5,5,23,,,,,5,23,none,38
technical,4,all,EP-4633415-A1_en,EP-4633415-A1,de,"en,fr",In welchen Geräten kann die Metallschaumstruktur verwendet werden?,elektronischen Zigaretten oder E-Zigaretten und verwandten Geräten,method,,5,5,5,15,5,5,5,5,5,25,,,,,5,25,none,40
technical,4,all,EP-4633415-A1_en,EP-4633415-A1,de,"en,fr",Welches Material wird für die Vape-Struktur verwendet?,Metallschaumstruktur,material,,5,4,5,14,5,5,4,5,5,24,,,,,5,24,none,38
technical,4,all,EP-4633415-A1_en,EP-4633415-A1,de,"en,fr",Für welche Art der Filtration wird die Struktur verwendet?,"Filtration oder Reinigung von Fluiden, wie z. B. Dampf- oder Gasfiltration",method,,5,4,5,14,4,4,4,5,5,22,,,,,5,22,none,36
technical,4,all,EP-4633415-A1_fr,EP-4633415-A1,fr,"en,fr",Dans quels dispositifs cette structure à mousse métallique peut-elle être utilisée ?,des cigarettes électroniques ou e-cigarettes et des dispositifs associés,structure,,5,5,5,15,5,5,4,5,5,24,,,,,5,24,none,39
technical,4,all,EP-4633415-A1_fr,EP-4633415-A1,fr,"en,fr",Quel type de structure est utilisée pour la filtration ou la purification de fluide ?,Une structure de vapoteuse à mousse métallique,material,,5,5,5,15,4,5,4,5,5,23,,,,,5,23,none,38
technical,4,all,EP-4633415-A1_fr,EP-4633415-A1,fr,"en,fr",Quel type de filtration de fluide est cité comme exemple ?,la filtration de vapeur ou de gaz,parameter_or_condition,,5,5,5,15,4,4,4,5,5,22,,,,,5,22,none,37
technical,4,all,EP-4633415-A1_en,EP-4633415-A1,es,"en,fr",¿Cuál es el título en inglés?,Metal-foam vape filter,structure,,5,5,5,15,5,5,5,5,5,25,,,,,5,25,none,40
technical,4,all,EP-4633415-A1_en,EP-4633415-A1,es,"en,fr",¿Para qué se usa la estructura de espuma metálica?,"se utiliza para la filtración o la purificación de fluido, como la filtración de vapor o de gas",method,,5,5,5,15,5,4,5,5,5,24,,,,,5,24,none,39
technical,4,all,EP-4633415-A1_en,EP-4633415-A1,es,"en,fr",¿En qué dispositivos puede utilizarse la estructura de espuma metálica?,puede así utilizarse en electronic cigarettes or ecigarettes and related devices,material,,5,4,5,14,5,5,5,5,5,25,,,,,5,25,none,39
technical,4,all,EP-4633950-A1_en,EP-4633950-A1,en,"en,fr",What is the percentage range of HAGBs in the steel?,between 68% and 82% HAGBs,structure,,5,5,5,15,4,5,5,5,5,24,,,,,5,24,none,39
technical,4,all,EP-4633950-A1_en,EP-4633950-A1,en,"en,fr",What pH is the acidic medium?,a pH of less than 5,parameter_or_condition,,5,5,5,15,3,5,5,5,5,23,,,,,5,23,none,38
technical,4,all,EP-4633950-A1_en,EP-4633950-A1,en,"en,fr",What elements does the steel material comprise?,"chromium, nickel, carbon, oxygen, manganese, molybdenum, silicon, phosphorus, sulfur, other elements and iron;",material,,5,5,5,15,3,5,4,5,5,22,,,,,5,22,none,37
technical,4,all,EP-4633950-A1_en,EP-4633950-A1,de,"en,fr",Welche Größe haben die sphärischen Präzipitate?,zwischen 1 nm und 150 nm,structure,,5,5,5,15,5,5,5,5,5,25,,,,,5,25,none,40
technical,4,all,EP-4633950-A1_en,EP-4633950-A1,de,"en,fr",Welchen pH-Wert hat das saure Medium?,einen pH von weniger als 5,parameter_or_condition,,5,5,5,15,5,5,4,5,5,24,,,,,5,24,none,39
technical,4,all,EP-4633950-A1_en,EP-4633950-A1,de,"en,fr",Welchen Anteil an twin boundaries nennt der Text?,zwischen 9% und 26% twin boundaries,structure,,5,5,5,15,3,5,3,5,4,20,,,,,4,20,document-phrasing,35
technical,4,all,EP-4633950-A1_fr,EP-4633950-A1,fr,"en,fr",pH du milieu acide en contact avec l'acier,un pH inférieur à 5,parameter_or_condition,,5,5,5,15,5,5,5,5,5,25,,,,,5,25,none,40
technical,4,all,EP-4633950-A1_fr,EP-4633950-A1,fr,"en,fr",Proportion de joints de type LAGB,entre 1 % et 16 % de joints de type LAGB,structure,,5,5,5,15,5,5,5,5,5,25,,,,,5,25,none,40
technical,4,all,EP-4633950-A1_fr,EP-4633950-A1,fr,"en,fr",Éléments présents dans le matériau en acier,"du chrome, du nickel, du carbone, de l'oxygène, du manganèse, du molybdène, du silicium, du phosphore, du soufre, d'autres éléments et du fer",material,,5,5,5,15,5,4,4,5,5,23,,,,,5,23,none,38
technical,4,all,EP-4633950-A1_en,EP-4633950-A1,es,"en,fr",tamaño de los precipitados esféricos,between 1 nm and 150 nm,structure,,5,5,5,15,5,5,5,5,5,25,,,,,5,25,none,40
technical,4,all,EP-4633950-A1_en,EP-4633950-A1,es,"en,fr",pH del medio ácido,a pH of less than 5,parameter_or_condition,,5,5,5,15,4,5,5,5,4,23,,,,,4,23,none,38
technical,4,all,EP-4633950-A1_en,EP-4633950-A1,es,"en,fr",elementos presentes en el material de acero,"chromium, nickel, carbon, oxygen, manganese, molybdenum, silicon, phosphorus, sulfur, other elements and iron",material,,5,5,5,15,5,4,4,5,5,23,,,,,5,23,none,38
technical,4,all,EP-4634629-A1_en,EP-4634629-A1,en,"en,de,fr",What is provided for an electrically conductive contact pin?,"at least one titanium core (9.1) for an electrically conductive contact pin,",material,,5,5,5,15,4,5,4,5,5,23,,,,,5,23,none,38
technical,4,all,EP-4634629-A1_en,EP-4634629-A1,en,"en,de,fr",Where is the contact pin introduced?,"into a receiving area which runs through the main part (1) and is intended for the contact pin (9.1, 9.2);",method,,5,5,5,15,4,5,4,5,5,23,,,,,5,23,none,38
technical,4,all,EP-4634629-A1_en,EP-4634629-A1,en,"en,de,fr",What is component (1)?,"a ceramic main part (1),",structure,,5,5,5,15,4,5,4,5,5,23,,,,,5,23,none,38
technical,4,all,EP-4634629-A1_de,EP-4634629-A1,de,"en,de,fr",Welches Material wird als Kern für den elektrisch leitfähigen Kontaktstift bereitgestellt?,mindestens eines Titankerns (9.1),material,,5,5,5,15,4,5,4,5,5,23,,,,,5,23,none,38
technical,4,all,EP-4634629-A1_de,EP-4634629-A1,de,"en,de,fr",Welche Schicht wird auf der Oberfläche des Titankerns erzeugt?,einer gegenüber dem Einlegieren von Titan aus dem Titankern (9.1) in eine Schmelze eines Aktivhartlotes passivierenden Schicht,method,,5,5,5,15,4,5,4,5,5,23,,,,,5,23,none,38
technical,4,all,EP-4634629-A1_de,EP-4634629-A1,de,"en,de,fr",An welcher Seite des Grundkörpers wird der Kontaktstift mittels des Aktivhartlotes zumindest gefügt?,zumindest an einer der membran-abgewandten Seite des Grundkörpers (1),parameter_or_condition,,5,5,5,15,4,5,4,5,4,22,,,,,4,22,none,37
technical,4,all,EP-4634629-A1_fr,EP-4634629-A1,fr,"en,de,fr",Matériau du noyau de la broche de contact ?,la fourniture d'au moins un noyau en titane (9.1) pour une broche de contact électriquement conductrice ;,material,,5,5,5,15,5,5,4,5,5,24,,,,,5,24,none,39
technical,4,all,EP-4634629-A1_fr,EP-4634629-A1,fr,"en,de,fr",Fonction de la couche produite sur la surface du noyau en titane ?,ladite couche ayant un effet de passivation par rapport à l'alliage du titane hors du noyau en titane (9.1) et dans une brasure forte active fondue ;,structure,,5,5,5,15,5,5,4,5,5,24,,,,,5,24,none,39
technical,4,all,EP-4634629-A1_fr,EP-4634629-A1,fr,"en,de,fr",Méthode d'assemblage de la broche de contact à la partie principale ?,"l'assemblage de la broche de contact (9.1, 9.2) à la partie principale (1) à l'aide de la brasure forte active (23) au moins sur la face de la partie principale (1) opposée à la membrane, de sorte que le titane du noyau en titane (9.1) ne s'allie pas à la brasure forte active fondue (23).",method,,5,5,5,15,5,4,4,5,5,23,,,,,5,23,none,38
technical,4,all,EP-4634629-A1_en,EP-4634629-A1,es,"en,de,fr",¿Qué núcleo se proporciona para el pasador de contacto eléctricamente conductor?,providing at least one titanium core (9.1) for an electrically conductive contact pin;,material,,5,4,5,14,5,5,4,5,5,24,,,,,5,24,none,38
technical,4,all,EP-4634629-A1_en,EP-4634629-A1,es,"en,de,fr",¿Qué efecto tiene la capa producida en la superficie del núcleo de titanio?,said layer having a passivating effect with respect to the alloying of titanium out of the titanium core (9.1) and into a molten active hard solder;,method,,5,4,5,14,5,5,4,5,5,24,,,,,5,24,none,38
technical,4,all,EP-4634629-A1_en,EP-4634629-A1,es,"en,de,fr",¿Qué material de soldadura se usa para unir el pasador de contacto al cuerpo principal?,using the active hard solder (23) at least on the main part (1) face facing away from the membrane,material,,5,3,5,13,5,5,4,5,5,24,,,,,5,24,none,37
semantic,1,random_any,EP-4633582-A1_en,EP-4633582-A1,es,"en,fr",Qué combinación de ingredientes y restricciones de composición se propone para obtener esa sensación fresca en una emulsión con predominio de fase acuosa?,"a cosmetic emulsion composition having at least one aqueous phase and at least one oily phase, comprising: (a) at least one spherical hydrophobic silica aerogel; (b) at least one thickening aid selected from polyoxyalkylenated silicone and alkyl or alkylene carbonate; (c) at least one film-forming polymer; (d) at least one polyol in an amount of 6% by weight or more relative to the total weight of the composition; and (e) at least one anionic polymer, wherein the aqueous phase is present in an amount of 40% by weight or more relative to the total weight of the composition.",,solution,5,5,5,15,,,,,5,21,4,2,5,5,5,21,keyword-lifted,36
semantic,1,random_any,EP-4633582-A1_en,EP-4633582-A1,es,"en,fr",En qué formato de sistema de fases está diseñada esta mezcla cosmética?,a cosmetic emulsion composition having at least one aqueous phase and at least one oily phase,,application,5,5,5,15,,,,,5,21,4,4,5,3,5,21,none,36
semantic,1,random_any,EP-4633582-A1_en,EP-4633582-A1,es,"en,fr",Qué necesidad sensorial e hidratante intenta resolver esta formulación cosmética?,The cosmetic composition can provide a watery and fresh sensation with long-lasting moisture and has a good stability.,,problem,5,4,5,14,,,,,5,21,4,4,5,3,5,21,none,35
semantic,1,random_any,EP-4634165-A1_en,EP-4634165-A1,es,"en,fr",¿Cómo trata el procedimiento el agua que se genera durante la deshidratación de hexosas para facilitar la obtención de 5-HMF en un medio no acuoso?,"y extracción concomitante del agua del medio de reacción, para obtener un efluente de síntesis que comprende 5-HMF y solvente de síntesis.",,problem,5,5,5,15,,,,,5,21,4,2,5,5,5,21,keyword-lifted,36
semantic,1,random_any,EP-4634165-A1_en,EP-4634165-A1,es,"en,fr",¿Qué esquema de reacción y condiciones operativas se utilizan para convertir un hexose en 5-HMF dentro de un solvente no acuoso?,"puesta en contacto de una carga que comprende un hexose con un solvente de síntesis y un catalizador ácido de deshidratación, operada a una temperatura comprendida entre 30 y 200°C, preferentemente entre 50 y 180°C, de manera preferida entre 70 y 150°C y de manera muy preferida entre 90 y 130°C, y a una presión comprendida entre 0,001 MPa y 10 MPa, de preferencia entre 0,001 MPa y 5 MPa, y preferentemente entre 0,01 MPa y 1 MPa, obteniendo un medio de reacción",,solution,4,4,5,13,,,,,4,19,4,3,4,4,4,19,keyword-lifted,32
semantic,1,random_any,EP-4634165-A1_en,EP-4634165-A1,es,"en,fr",¿Qué producto en solución es el objetivo principal que genera este método?,La presente invención se refiere a un método para producir una solución de 5-hydroxymethylfurfural (5-HMF),,application,4,4,5,13,,,,,5,13,3,1,2,2,5,13,too-extractive,26
semantic,1,random_any,EP-4633677-A1_en,EP-4633677-A1,de,"en,fr","Welchen Mechanismus nutzen die beschriebenen Präparate, um die Vermehrung oder Ausbreitung des Virus in Wirtszellen zu verhindern?","Further provided is a pharmaceutical composition comprising a blocker of Influenza A M2 protein channel for preventing Influenza A cell entry, uncoating and/or release from a cell.",,solution,5,4,5,14,,,,,5,24,5,4,5,5,5,24,none,38
semantic,1,random_any,EP-4633677-A1_en,EP-4633677-A1,de,"en,fr",Auf welche spezifischen Virusvarianten oder Resistenzprofile sind die vorgeschlagenen Wirkstoffe anwendbar?,"Pharmaceutical compositions including an Influenza A M2 protein channel blocker for treating or preventing virulence of an Influenza A, such as, H1N1 subtype resistant to aminoadamantane, in a subject, are provided.",,application,5,4,5,14,,,,,5,24,5,4,5,5,5,24,none,38
semantic,1,random_any,EP-4633677-A1_en,EP-4633677-A1,de,"en,fr",Welche therapeutische Herausforderung sollen die M2-Proteinkanal-Blocker bei Influenza A angehen?,"Pharmaceutical compositions including an Influenza A M2 protein channel blocker for treating or preventing virulence of an Influenza A, such as, H1N1 subtype resistant to aminoadamantane, in a subject, are provided.",,problem,5,4,5,14,,,,,5,22,4,4,5,4,5,22,none,36
semantic,1,random_any,EP-4634246-A1_en,EP-4634246-A1,en,"en,fr",Which two classes of monomers are combined to make a radiation‑curable coating that includes a substituted 5‑hydroxy‑2(5H)‑furanone unit?,"a) at least one butenolide monomer A, which butenolide monomer is a substituted-5- hydroxy-2(5H)-furanone of general formula (I) wherein: n is 0 or an integer of from 1 to 5; m is 0 or 1; R 1 is alkyl or aryl; X is any one of -C(O)-, -C(O)O-, -C(O)NR 2 -, -S(O)-, -S(O2)-, -C(O)S-, -C(S)S- and - C(S)NR 2 -; wherein R 2 is hydrogen, alkyl or aryl; and b) at least one N-vinyl monomer B, which N-vinyl monomer is a compound of general formula (II)",,application,5,5,5,15,,,,,5,21,4,3,5,4,5,21,keyword-lifted,36
semantic,1,random_any,EP-4634246-A1_en,EP-4634246-A1,en,"en,fr",What requirement does the formulation impose to ensure at least one monomer can provide multiple vinyl reactive sites for network formation?,and wherein at least one monomer of A and B comprises at least two vinyl groups.,,problem,5,5,5,15,,,,,5,20,4,3,5,3,5,20,none,35
semantic,1,random_any,EP-4634246-A1_en,EP-4634246-A1,en,"en,fr",What types of linkage or functional groups are permitted as the connector X on the butenolide core?,"X is any one of -C(O)-, -C(O)O-, -C(O)NR 2 -, -S(O)-, -S(O2)-, -C(O)S-, -C(S)S- and - C(S)NR 2 -; wherein R 2 is hydrogen, alkyl or aryl;",,solution,5,5,5,15,,,,,5,19,4,2,4,4,5,19,keyword-lifted,34
semantic,1,random_any,EP-4634120-A1_en,EP-4634120-A1,de,"en,fr",Für welchen Batterietyp ist das beschriebene Kathodenmaterial bestimmt und welche elektrochemische Wirkung wird dadurch erzielt?,Das vorliegende Material betrifft ein positives Elektrodenaktiva für Festkörperbatterien und verbessert die elektrochemische Stabilität der Batterie.,,application,5,5,5,15,,,,,5,23,5,4,5,4,5,23,none,38
semantic,1,random_any,EP-4634120-A1_en,EP-4634120-A1,de,"en,fr",Welche Lagerungsprobleme bei Kathodenmaterialien für Festkörperbatterien werden durch das beschriebene Material reduziert?,"Die vorliegenden Erfinder haben überraschend festgestellt, dass das positive electrode active material die Stabilität bei der Lagerung verbessert. Insbesondere wird durch Aufbringen einer Oberflächenschicht aus Si auf das positive electrode active material eine verringerte Aufnahme von Wasser und Kohlenstoff (oder Kohlendioxid) beobachtet.",,problem,4,4,5,13,,,,,5,23,5,4,5,4,5,23,none,36
semantic,1,random_any,EP-4634120-A1_en,EP-4634120-A1,de,"en,fr","Welche Oberflächenmodifikation an den Partikeln wird vorgeschlagen, um die Eigenschaften des positiven Elektrodenaktiva zu beeinflussen?","Das positive electrode active material hat eine angereicherte Menge an Si in der Oberflächenschicht, und das positive electrode active material umfasst single-crystalline particles.",,solution,4,3,5,12,,,,,5,23,5,4,5,4,5,23,none,35
semantic,1,random_any,EP-4633638-A1_en,EP-4633638-A1,en,"en,fr",What pharmacological approach is suggested for managing psychological contributors that complicate other health disorders?,"The present disclosure provides methods for treating psychological factors affecting other medical conditions (PFAOMC) in a subject by administering a reversible monoamine oxidase inhibitor (RIMA), for example moclobemide, optionally in combination with a second pharmaceutical agent, which may for example be an antihyperglycemic agent, an anti-hypertensive agent, an anti-inflammatory agent, an antioxidant, an anxiolytic agent, or an antidepressant, as well as certain other disclosed pharmaceutical agents.",,problem,5,5,5,15,,,,,5,24,4,5,5,5,5,24,none,39
semantic,1,random_any,EP-4633638-A1_en,EP-4633638-A1,en,"en,fr","Does pairing the described MAO inhibitor with other therapeutics improve outcomes, and how is that benefit characterized?","In some aspects, the combinations provide synergistic effects in the treatment of the psychological factor(s) and the medical condition(s).",,solution,5,5,5,15,,,,,5,22,4,4,5,4,5,22,none,37
semantic,1,random_any,EP-4633638-A1_en,EP-4633638-A1,en,"en,fr",Are there formulated products or combination packs proposed for delivering these treatments to patients?,"Also disclosed are pharmaceutical compositions and pharmaceutical kits comprising such agents and such combinations, including for use in treating subjects with PFAOMC.",,application,5,5,5,15,,,,,5,22,4,4,5,4,5,22,none,37
semantic,1,random_any,EP-4633389-A1_en,EP-4633389-A1,en,"en,fr",How can low levels of slowly digestible and resistant starch in gluten-free starch ingredients be addressed?,A process for increasing the amount of resistant starch and slowly digestible starch in a gluten free starch product is provided.,,problem,5,5,5,15,,,,,5,22,4,4,5,4,5,22,none,37
semantic,1,random_any,EP-4633389-A1_en,EP-4633389-A1,en,"en,fr",What heat-and-moisture treatment steps are used to increase resistant and slowly digestible starch in gluten-free flours?,"The process includes at least a step of heating a moistened gluten free starch product having a moisture level of about 20-30% to a first temperature of from 55 to 65 °C for up to 16 hrs, and a step of heating the moistened gluten free starch product to a second temperature between 90 and 110°C for from 1 to 6 hrs.",,solution,5,5,4,14,,,,,5,22,5,2,5,5,5,22,keyword-lifted,36
semantic,1,random_any,EP-4633389-A1_en,EP-4633389-A1,en,"en,fr",Which kinds of gluten-free flours or starch sources can be treated using this multi-step hydrothermal approach?,"The invention is illustrated using sorghum flour as the gluten free starch product but can be practiced with any gluten free starch product including whole or refined flours from other gluten free grains like millet and rice, from pulses such as peas, lentils and beans as well from root and tuber starches such as potato, yam, sweet potato, Jerusalem artichoke, taro and breadfruit in which starch is at least 40% of the weight of the starch product.",,application,5,4,5,14,,,,,5,22,5,2,5,5,5,22,keyword-lifted,36
semantic,1,random_any,WO-2025209629-A1_de,WO-2025209629-A1,es,"de,fr",¿Qué limitación práctica pretende resolver este procedimiento al crear centros NV en diamante?,El procedimiento tiene la ventaja de que de este modo se pueden generar centros NV deterministas en posiciones predeterminadas (230) en la superficie (260) de un diamante (220).,,problem,5,5,5,15,,,,,5,23,4,5,5,4,5,23,none,38
semantic,1,random_any,WO-2025209629-A1_de,WO-2025209629-A1,es,"de,fr",¿Qué secuencia de tratamientos y procesos físicos propone el método para formar centros NV localizados en el diamante?,"c) N-Dotieren des Implantationsbereiches (240) der Diamanten (220) zur Anhebung des Fermi-Niveaus im Implantationsbereich (240) des Diamanten (220) auf einen Wert von ca. -0,5eV von der Leitungsband-Kante in der Bandlücke des Diamantmaterials des Diamanten (220); d) Festlegen einer Implantationsposition (230) auf der Oberfläche (260) des Diamanten (220); e) Zweites Implantieren eines Stickstoff-Isotopes mittels fokussierter Einzelionenimplantation mit einer Implantationsenergie von 9,5keV in den Implantationsbereich (240) des Diamanten an der Implantationsposition (230); f) Wärmebehandlung des Diamanten (220) bei mehr als 800°C.",,solution,4,4,5,13,,,,,5,24,5,4,5,5,5,24,none,37
semantic,1,random_any,WO-2025209629-A1_de,WO-2025209629-A1,es,"de,fr",¿Qué pasos del procedimiento permiten controlar la ubicación sobre la superficie donde se introducirán los defectos NV?,"b) Festlegen eines Implantationsbereiches (240) auf der Oberfläche (260) des Diamanten (220); c) N-Dotieren des Implantationsbereiches (240) der Diamanten (220) zur Anhebung des Fermi-Niveaus im Implantationsbereich (240) des Diamanten (220) auf einen Wert von ca. -0,5eV von der Leitungsband-Kante in der Bandlücke des Diamantmaterials des Diamanten (220); d) Festlegen einer Implantationsposition (230) auf der Oberfläche (260) des Diamanten (220);",,application,2,2,5,9,,,,,5,23,5,4,4,5,5,23,none,32
semantic,1,random_any,EP-4634132-A2_en,EP-4634132-A2,en,"en,fr",What microstructure control is required to avoid significant scattering at the design wavelength in these ceramics?,The first material and second material have grins with a diameter of less than 1/20 th the intended wavelength.,,problem,5,5,5,15,,,,,5,22,4,4,5,4,5,22,none,37
semantic,1,random_any,EP-4634132-A2_en,EP-4634132-A2,en,"en,fr",How are the two constituent materials arranged at the nanoparticle level to form the composite?,A nanocomposite optical ceramic (NCOC) material includes a plurality of coated (core-shell) nanoparticles having nanoparticles of a first material coated with a coating of a second material.,,solution,5,4,5,14,,,,,5,23,5,4,5,4,5,23,none,37
semantic,1,random_any,EP-4634132-A2_en,EP-4634132-A2,en,"en,fr",What transmission and refractive index criteria must the core and shell meet for the intended optical band?,The first material and the second material are mutually insoluble and each have a transmissivity of at least 80% for an intended wavelength. The first material and the second material have a difference in index of refraction of less than 25%.,,application,4,4,5,13,,,,,5,23,5,3,5,5,5,23,none,36
semantic,1,random_any,EP-4634914-A1_en,EP-4634914-A1,es,"en,fr",¿Qué problema de composición intenta resolver el lubricante propuesto para recubrimientos de soportes magnéticos?,Fluorinated media lubricants with reduced hydrocarbon fraction for data storage devices,,problem,5,5,5,15,,,,,5,22,4,4,5,4,5,22,none,37
semantic,1,random_any,EP-4634914-A1_en,EP-4634914-A1,es,"en,fr",¿Qué arquitectura molecular se propone para el lubricante que facilita su adsorción en la capa superior del medio magnético?,The lubricant may have a structure: R1-Rf-R1,,solution,5,5,5,15,,,,,4,22,4,4,5,5,4,22,none,37
semantic,1,random_any,EP-4634914-A1_en,EP-4634914-A1,es,"en,fr",¿Qué característica funcional deben tener los extremos R1 en el lubricante descrito?,R1 is a fluorinated hydrocarbon having a functional group terminating in –OH.,,application,5,5,5,15,,,,,5,20,4,3,3,5,5,20,too-extractive,35
semantic,1,random_any,EP-4634285-A1_en,EP-4634285-A1,de,"en,fr",Welche Problematik bei der Verwendung von single-analyte arrays im Zusammenhang mit Lichteinflüssen wird hier adressiert?,Es werden Verfahren zur Bereitstellung von photodamage inhibitors an single-analyte arrays beschrieben.,,problem,4,4,5,13,,,,,5,22,4,4,5,4,5,22,none,35
semantic,1,random_any,EP-4634285-A1_en,EP-4634285-A1,de,"en,fr","Welche Art von Reagenzformulierungen werden als hilfreich beschrieben, um photonische Schäden zu verhindern?","Es werden nützliche Reagenzkompositionen beschrieben, die photodamage inhibitors enthalten.",,application,5,5,5,15,,,,,5,20,4,3,5,3,5,20,keyword-lifted,35
semantic,1,random_any,EP-4634285-A1_en,EP-4634285-A1,de,"en,fr",Auf welchem Weg sollen die photodamage inhibitors in die Experimente integriert und während eines Messlaufs wieder ergänzt werden?,"Photodamage inhibitors können in verschiedene Reagenzien eingebracht werden, die anschließend an single-analyte arrays gekoppelt werden; während eines single-analyte assay können photodamage inhibitors durch Bereitstellung weiterer Reagenzien, die photodamage inhibitors enthalten, wieder aufgefüllt werden.",,solution,4,4,5,13,,,,,5,21,4,3,5,4,5,21,keyword-lifted,34
semantic,1,random_any,EP-4634122-A1_fr,EP-4634122-A1,fr,"en,fr",Quelle nécessité technique cette conception cherche-t-elle à satisfaire pour la production d'eau alcaline à usage potable et thérapeutique ?,La présente invention concerne la conception d'ionisateurs peu coûteux fonctionnant en mode discontinu et continu pour la production d'eau alcaline destinée à la consommation et à des fins médicales.,,problem,5,5,5,15,,,,,5,22,4,4,5,4,5,22,none,37
semantic,1,random_any,EP-4634122-A1_fr,EP-4634122-A1,fr,"en,fr",Quelle configuration d'électrodes et quels matériaux composent la cellule électrochimique utilisée pour ioniser l'eau ?,Le dispositif se compose d'une électrode cathodique à base de titane et d'électrodes en titane recouvertes d'oxydes métalliques mixtes en guise d'anode.,,solution,5,5,5,15,,,,,5,20,4,3,4,4,5,20,keyword-lifted,35
semantic,1,random_any,EP-4634122-A1_fr,EP-4634122-A1,fr,"en,fr",Par quel procédé la séparation ionique est-elle réalisée entre les compartiments et quelle gamme de tension alimente ce processus ?,L'eau clarifiée traverse les chambres anodiques et cathodiques séparées par une membrane de nanofiltration (NF) à flux élevé ou une membrane microporeuse en polyéthylène téréphtalate pour le transfert d'ions. L'apport d'une tension de 9 à 36 V facilite la séparation de la molécule d'eau et le mouvement des cations à travers la barrière séparant l'anode de la cathode.,,application,4,4,5,13,,,,,5,21,4,2,5,5,5,21,keyword-lifted,34
semantic,1,random_any,EP-4634365-A1_fr,EP-4634365-A1,fr,"en,fr",Quelle séquence d'étapes est proposée pour générer des cellules souches embryonnaires porcines à partir d'un ovocyte maturé ?,"comportant les étapes consistant à (a) activer chimiquement un ovocyte porcin maturé, (b) cultiver l'ovocyte activé chimiquement jusqu'à ce que des blastocystes soient formés, (c) éliminer le trophoblaste du blastocyste pour isoler la masse cellulaire interne (ICM), et (d) transférer l'ICM à une plaque de culture pour la fixation et l'excroissance cellulaire.",,solution,5,4,5,14,,,,,5,21,5,2,5,4,5,21,keyword-lifted,35
