mode,strategy,strategy_name,corpus_id,publication_number,question_language,context_language,question,answer,question_type,framing,faith_grounding,faith_precision,faith_numerical_fidelity,faith_overall,qual_search_bar_realism,qual_specificity,qual_phrasing_economy,qual_focus,qual_linguistic_quality,qual_overall,qual_search_realism,qual_lexical_distance,qual_conceptual_framing,qual_retrievability,qual_linguistic_quality,qual_overall,qual_failure_type,total_score
semantic,3,random_existing,EP-4630123-A1_de,EP-4630123-A1,de,"de,fr",Wie sind die separat verpackten Zubereitungen formuliert — welche Wirkstoffklassen enthalten die einzelnen Komponenten?,"wobei - die Zubereitung (A) enthält (a1) mindestens ein Peroxodisulfat, und (a2) mindestens eine Di- oder Tricarbonsäure mit 2 bis 20 Kohlenstoffatomen und/oder ein Salz dieser Säure, und (a3) mindestens eine Aminosäure, und - die Zubereitung (B) enthält (b1) Carbamidperoxid.",,solution,5,5,5,15,,,,,5,24,5,4,5,5,5,24,none,39
semantic,3,random_existing,EP-4633660-A1_fr,EP-4633660-A1,fr,"en,fr",Quelle architecture moléculaire est proposée pour cibler le récepteur d'acétylcholine sans utiliser un domaine Fc ?,"L'invention concerne des compositions comprenant un fragment d'une première sous-unité du récepteur humain de l'acétylcholine ou un analogue ou un dérivé de celle-ci, et une fraction effectrice qui n'est pas un domaine Fc.",,solution,5,4,5,14,,,,,5,23,5,4,5,4,5,23,none,37
semantic,3,random_existing,EP-4634646-A1_en,EP-4634646-A1,en,"en,fr",What inline sensing and data-analysis workflow is used to infer quality attributes of the conditioned UF/DF pool?,"Inline Raman measurements of the conditioned UF/DF pool may be performed and provided to a trained machine learning model as input. The machine learning model can then predict product quality attributes of the UF/DF conditioned pool, examples of said product quality attributes including protein concentration and osmolality of the conditioned UF/DF pool.",,solution,4,4,5,13,,,,,5,24,5,4,5,5,5,24,none,37
semantic,3,random_existing,EP-4634294-A1_en,EP-4634294-A1,en,"en,fr",What blend composition is offered to produce a flame-resistant polypropylene material?,"The invention relates to a composition comprising: (A) 45-75% of at least one heterophasic propylene copolymer comprising a propylene- based matrix and a dispersed ethylene-α-olefin copolymer, (B) 2-25 wt% of at least one ethylene-α-olefin copolymer having a density of at most 0.925 g/cm3; (C) 20-30 wt% of a flame retardant composition comprising at least one phosphate; and (D) 0.1-10 wt% of an aromatic phosphate ester.",,problem,5,5,5,15,,,,,5,23,5,4,4,5,5,23,none,38
semantic,3,random_existing,EP-4634436-A1_fr,EP-4634436-A1,fr,"en,fr",Quelle méthode de test est employée pour vérifier si une cellule présente une membrane lésée ?,"au moins l'un du ou des premiers tests sur la base d'une injection de gaz inertes au niveau d'une anode et au niveau d'une cathode de chaque cellule,",,solution,5,4,5,14,,,,,5,23,5,4,5,4,5,23,none,37
semantic,3,random_existing,EP-4633761-A1_en,EP-4633761-A1,en,"en,fr",What structural strategy does the process use to adjust performance based on how fluids are passed through the device?,The method utilizes a fiber assembly comprising hollow fibers; each hollow fiber in the assembly has a ratio d/D which can be selected to provide beneficial effects depending on how the flow of various solutions through the assembly is conducted.,,solution,5,5,5,15,,,,,5,23,4,5,5,4,5,23,none,38
semantic,3,random_existing,WO-2025215167-A1_de,WO-2025215167-A1,de,"de,fr",Welches Herstellungsverfahren integriert dotierte Nanodiamanten in die Oxidschicht und wie wird anschließend die gewünschte Kristallstruktur erreicht?,durch einen Sol-Gel-Prozess aus einer flüssigen Phase mit darin verteilten dotierten Nanodiamanten auf einem Substrat abgeschieden und nach Ihrer Trocknung durch einen Kalzinierungsprozess bei erhöhter Temperatur in einen kristallinen Zustand überfuhrt wird,,solution,5,5,5,15,,,,,5,24,5,4,5,5,5,24,none,39
semantic,4,all,EP-4626962-A1_de,EP-4626962-A1,en,"de,fr",Which surface treatment is applied after polymer formation to stabilize the particle color?,coated with a pyrazole after polymerization,,solution,5,5,5,15,,,,,5,24,5,4,5,5,5,24,none,39
semantic,4,all,EP-4626962-A1_de,EP-4626962-A1,de,"de,fr","Welcher spezifische Nachbehandlungsschritt wird nach der Polymerisation vorgenommen, um die Farbqualität der Partikel zu sichern?","dadurch gekennzeichnet, dass nach der Polymerisation mit einem Pyrazol beschichtet wird.",,solution,5,5,5,15,,,,,5,22,5,2,5,5,5,22,keyword-lifted,37
semantic,4,all,EP-4626962-A1_fr,EP-4626962-A1,fr,"de,fr",Quel traitement de surface est appliqué pour stabiliser la teinte des particules et à quel moment du procédé est-il réalisé ?,"le gel polymère séché est par la suite réticulé thermiquement en surface et refroidi, le revêtement étant caractérisé en ce qu'il est réalisé avec un pyrazole après polymérisation.",,solution,4,4,5,13,,,,,5,24,5,4,5,5,5,24,none,37
semantic,4,all,EP-4626962-A1_de,EP-4626962-A1,es,"de,fr",¿Qué estrategia específica aplica el procedimiento para lograr que las partículas mantengan su color tras la polimerización?,el recubrimiento está caracterizado en que se realiza con un Pyrazol después de la polimerización.,,solution,5,5,5,15,,,,,5,24,5,4,5,5,5,24,none,39
semantic,4,all,WO-2025201936-A1_de,WO-2025201936-A1,en,"de,fr",By what motion and mechanism are the blanks transferred from the tempering area into the hot forming chamber for reshaping?,"a forming device (142), which is arranged and designed to move the glass blank (130) by a vertical movement from the tempering chamber (102) through the transfer opening (158) into the high-temperature chamber (152) and to reform the glass blank (130) in the high-temperature chamber (152)",,application,5,5,5,15,,,,,5,24,5,4,5,5,5,24,none,39
semantic,4,all,WO-2025201936-A1_fr,WO-2025201936-A1,fr,"de,fr",De quelle manière le dispositif de formage positionne-t-il l'ébauche pour l'amener dans la chambre chaude et la façonner ?,"et comprenant en outre un dispositif de reformage (142), qui est installé et conçu pour déplacer l'ébauche en verre (130) par un mouvement vertical depuis la chambre de régulation de température (102) à travers l'ouverture de transfert (158) jusque dans la chambre à haute température (152) et pour reformer l'ébauche en verre (130) dans la chambre à haute température (152).",,application,5,5,5,15,,,,,5,21,4,3,5,4,5,21,none,36
semantic,4,all,WO-2025201936-A1_de,WO-2025201936-A1,es,"de,fr",¿Cómo se traslada y conforma físicamente la preforma dentro de la cámara de alta temperatura?,"y un dispositivo de conformado (142), que está dispuesto y diseñado para mover la preforma de vidrio (130) desde la cámara de regulación de temperatura (102) a través de la abertura de transferencia (158) hacia la cámara de alta temperatura (152) con un movimiento vertical y para conformar la preforma de vidrio (130) en la cámara de alta temperatura (152).",,application,5,4,5,14,,,,,5,20,4,2,5,4,5,20,keyword-lifted,34
semantic,4,all,EP-4634597-A1_en,EP-4634597-A1,en,"en,fr","Can this approach convert CaCO 3 feedstock into mostly calcium hydroxide, and what product composition is achieved?","Some embodiments can facilitate calcination of a CaCO 3 material so the calcined solid material output from a calciner is comprised of Ca(OH) 2 (e.g. is mostly Ca(OH) 2 , is over 90 weight percent Ca(OH) 2 , etc.).",,application,5,5,5,15,,,,,5,24,5,4,5,5,5,24,none,39
semantic,4,all,EP-4634597-A1_en,EP-4634597-A1,de,"en,fr",Welche Umwandlung von Calciumverbindungen wird als möglich beschrieben und wie hoch kann der Anteil des Zielprodukts im Ausgangsmaterial sein?,"Einige Ausführungsformen können die Calcination eines CaCO 3-Materials erleichtern, sodass das calzinierte Feststoffmaterial, das aus einem Calciner ausgegeben wird, aus Ca(OH) 2 besteht (z. B. ist überwiegend Ca(OH) 2, beträgt mehr als 90 weight percent Ca(OH) 2, usw.).",,application,5,4,4,13,,,,,5,24,5,4,5,5,5,24,none,37
semantic,4,all,EP-4634597-A1_fr,EP-4634597-A1,fr,"en,fr",Pour quel cas d'utilisation spécifique le procédé peut-il convertir CaCO 3 et quel est le produit obtenu après calcination ?,"Certains modes de réalisation peuvent faciliter la calcination d'un matériau CaCO 3 de telle sorte que le matériau solide calciné délivré par un calcinateur est constitué de Ca(OH) 2 (par exemple, est principalement Ca(OH) 2 , est supérieur à 90 pour cent en poids Ca(OH) 2 , etc.).",,application,5,4,5,14,,,,,5,24,5,4,5,5,5,24,none,38
semantic,4,all,EP-4634597-A1_en,EP-4634597-A1,es,"en,fr",¿Qué transformación química puede alcanzar este procedimiento cuando se aplica a CaCO3 y cómo se describe la composición del producto calcinado?,"Some embodiments can facilitate calcination of a CaCO 3 material so the calcined solid material output from a calciner is comprised of Ca(OH) 2 (e.g. is mostly Ca(OH) 2 , is over 90 weight percent Ca(OH) 2 , etc.).",,application,5,5,5,15,,,,,5,24,5,4,5,5,5,24,none,39
