pack_id,candidate_rank_by_generated_score,is_selected_for_annotation,selected_rank_by_generated_score,is_wild_pack,generated_score_spread,generated_score_min,generated_score_max,annotator_total_score_selected,annotator_failure_type_selected,selected_source_passages,corpus_id,publication_number,mode,strategy,question_language,context_language,generated_total_score,generated_faith_overall,generated_quality_overall,generated_failure_type,question,answer
"EP-4634396-A1_fr|technical|3|fr|en,fr",3,no,1,yes,7,30,37,9,none,"[{""language"": ""en"", ""passage"": ""Title: Biobased synthesis of glucodiamine\n\nAbstract: A method of preparing glucodiamine, comprising contacting glucose with an enzyme oxidation catalyst under conditions suitable for the formation of glucodialdose; contacting glucodialdose with a nitrogen-containing compound under conditions suitable for the formation of glucodioxime; and reducing glucodioxime under conditions suitable for the formation of glucodiamine. A method of preparing glucodiamine, comprising contacting glucodioxime with a dehydration catalyst under conditions suitable for the formation of glucodinitrile; and reducing glucodinitrile under conditions suitable for the formation of glucodiamine. A chemoenzymatic method of producing a bio-based amide platform chemical, comprising: contacting glucose with a biocatalyst under conditions suitable for the formation of glucodialdose; contacting glucodialdose with a base under conditions suitable for the formation of glucodioxime; and contacting glucodioxime with a hydrogenation catalyst in the presence of hydrogen under conditions suitable for formation of glucodiamine.""}, {""language"": ""fr"", ""passage"": ""Title: Synthèse d'origine biologique de glucodiamine\n\nAbstract: L'invention concerne un procédé de préparation de glucodiamine, consistant à mettre en contact du glucose et un catalyseur d'oxydation enzymatique dans des conditions appropriées pour la formation de glucodialdose ; à mettre en contact une dose de glucodialdose et un composé contenant de l'azote dans des conditions appropriées pour la formation de glucodioxime ; et à réduire le glucodioxime dans des conditions appropriées pour la formation de glucodiamine. L'invention concerne également un procédé de préparation de glucodiamine, comprenant la mise en contact de glucodioxime et d'un catalyseur de déshydratation dans des conditions appropriées pour la formation de glucodinitrile ; et la réduction du glucodinitrile dans des conditions appropriées pour la formation de glucodiamine. L'invention concerne également un procédé chimioenzymatique de production d'un produit chimique de plate-forme amide d'origine biologique, comprenant : la mise en contact de glucose avec un biocatalyseur dans des conditions appropriées pour la formation de glucodialdose ; la mise en contact d'une dose de glucodialdose avec une base dans des conditions appropriées pour la formation de glucodioxime ; et la mise en contact de glucodioxime avec un catalyseur d'hydrogénation en présence d'hydrogène dans des conditions appropriées pour la formation de glucodiamine.""}]",EP-4634396-A1_fr,EP-4634396-A1,technical,3,fr,"en,fr",30,15,15,document-phrasing,Quel composé est formé en mettant en contact la glucodialdose avec un composé contenant de l'azote ?,glucodioxime
"EP-4634596-A1_en|technical|2|es|en,fr",1,yes,1,yes,7,27,34,10,none,"[{""language"": ""en"", ""passage"": ""Title: A PFR LIME KILN PROVIDED WITH A NOx ABATEMENT SYSTEM\n\nAbstract: The present disclosure relates to a PFR lime kiln, comprising at least two vertical shafts each comprising a burner arranged for combustion of limestone, producing exhaust gas comprising dust and nitrogen oxides (NO X ), a dust treatment system to reduce the dust present in the exhaust gas, an SCR system situated downstream the dust treatment system and being arranged to reduce the NO X in the exhaust gas, comprising a low temperature catalyst which is arranged to operate at a temperature of between 150°C and 160°C, and at least one injection lance which is placed in a duct which is situated between the dust treatment system and the catalyst and which is arranged to inject reducing agent in the exhaust gas present in the duct. The present disclosure further relates to a method for reducing NO X in exhaust gas produced during the combustion of limestone in such a PFR lime kiln.""}, {""language"": ""fr"", ""passage"": ""Title: FOUR À CHAUX PFR POURVU D'UN SYSTÈME DE RÉDUCTION DE NOx\n\nAbstract: La présente divulgation concerne un four à chaux PFR, comprenant au moins deux arbres verticaux comprenant chacun un brûleur agencé pour la combustion de calcaire, produisant un gaz d'échappement comprenant de la poussière et des oxydes d'azote (NO X ), un système de traitement de poussière pour réduire la poussière présente dans le gaz d'échappement, un système SCR situé en aval du système de traitement de poussière et étant agencé pour réduire le NO X dans le gaz d'échappement, comprenant un catalyseur à basse température qui est agencé pour fonctionner à une température comprise entre 150°C et 160°C, et au moins une lance d'injection qui est placée dans un conduit qui est situé entre le système de traitement de poussière et le catalyseur et qui est agencée pour injecter un agent réducteur dans le gaz d'échappement présent dans le conduit. La présente divulgation concerne en outre un procédé de réduction de NO X dans un gaz d'échappement produit pendant la combustion de calcaire dans un tel four à chaux PFR.""}]",EP-4634596-A1_en,EP-4634596-A1,technical,2,es,"en,fr",34,13,21,none,¿Cuál es el intervalo de temperatura de funcionamiento del catalizador de baja temperatura?,between 150°C and 160°C
"EP-4634596-A1_en|technical|2|es|en,fr",2,no,1,yes,7,27,34,10,none,"[{""language"": ""en"", ""passage"": ""Title: A PFR LIME KILN PROVIDED WITH A NOx ABATEMENT SYSTEM\n\nAbstract: The present disclosure relates to a PFR lime kiln, comprising at least two vertical shafts each comprising a burner arranged for combustion of limestone, producing exhaust gas comprising dust and nitrogen oxides (NO X ), a dust treatment system to reduce the dust present in the exhaust gas, an SCR system situated downstream the dust treatment system and being arranged to reduce the NO X in the exhaust gas, comprising a low temperature catalyst which is arranged to operate at a temperature of between 150°C and 160°C, and at least one injection lance which is placed in a duct which is situated between the dust treatment system and the catalyst and which is arranged to inject reducing agent in the exhaust gas present in the duct. The present disclosure further relates to a method for reducing NO X in exhaust gas produced during the combustion of limestone in such a PFR lime kiln.""}, {""language"": ""fr"", ""passage"": ""Title: FOUR À CHAUX PFR POURVU D'UN SYSTÈME DE RÉDUCTION DE NOx\n\nAbstract: La présente divulgation concerne un four à chaux PFR, comprenant au moins deux arbres verticaux comprenant chacun un brûleur agencé pour la combustion de calcaire, produisant un gaz d'échappement comprenant de la poussière et des oxydes d'azote (NO X ), un système de traitement de poussière pour réduire la poussière présente dans le gaz d'échappement, un système SCR situé en aval du système de traitement de poussière et étant agencé pour réduire le NO X dans le gaz d'échappement, comprenant un catalyseur à basse température qui est agencé pour fonctionner à une température comprise entre 150°C et 160°C, et au moins une lance d'injection qui est placée dans un conduit qui est situé entre le système de traitement de poussière et le catalyseur et qui est agencée pour injecter un agent réducteur dans le gaz d'échappement présent dans le conduit. La présente divulgation concerne en outre un procédé de réduction de NO X dans un gaz d'échappement produit pendant la combustion de calcaire dans un tel four à chaux PFR.""}]",EP-4634596-A1_en,EP-4634596-A1,technical,2,es,"en,fr",29,13,16,high-overlap,¿Dónde está colocada la lance de inyección?,placed in a duct which is situated between the dust treatment system and the catalyst
"EP-4634596-A1_en|technical|2|es|en,fr",3,no,1,yes,7,27,34,10,none,"[{""language"": ""en"", ""passage"": ""Title: A PFR LIME KILN PROVIDED WITH A NOx ABATEMENT SYSTEM\n\nAbstract: The present disclosure relates to a PFR lime kiln, comprising at least two vertical shafts each comprising a burner arranged for combustion of limestone, producing exhaust gas comprising dust and nitrogen oxides (NO X ), a dust treatment system to reduce the dust present in the exhaust gas, an SCR system situated downstream the dust treatment system and being arranged to reduce the NO X in the exhaust gas, comprising a low temperature catalyst which is arranged to operate at a temperature of between 150°C and 160°C, and at least one injection lance which is placed in a duct which is situated between the dust treatment system and the catalyst and which is arranged to inject reducing agent in the exhaust gas present in the duct. The present disclosure further relates to a method for reducing NO X in exhaust gas produced during the combustion of limestone in such a PFR lime kiln.""}, {""language"": ""fr"", ""passage"": ""Title: FOUR À CHAUX PFR POURVU D'UN SYSTÈME DE RÉDUCTION DE NOx\n\nAbstract: La présente divulgation concerne un four à chaux PFR, comprenant au moins deux arbres verticaux comprenant chacun un brûleur agencé pour la combustion de calcaire, produisant un gaz d'échappement comprenant de la poussière et des oxydes d'azote (NO X ), un système de traitement de poussière pour réduire la poussière présente dans le gaz d'échappement, un système SCR situé en aval du système de traitement de poussière et étant agencé pour réduire le NO X dans le gaz d'échappement, comprenant un catalyseur à basse température qui est agencé pour fonctionner à une température comprise entre 150°C et 160°C, et au moins une lance d'injection qui est placée dans un conduit qui est situé entre le système de traitement de poussière et le catalyseur et qui est agencée pour injecter un agent réducteur dans le gaz d'échappement présent dans le conduit. La présente divulgation concerne en outre un procédé de réduction de NO X dans un gaz d'échappement produit pendant la combustion de calcaire dans un tel four à chaux PFR.""}]",EP-4634596-A1_en,EP-4634596-A1,technical,2,es,"en,fr",27,14,13,language-issue,¿Qué contiene el gas de escape producido por la combustión de limestone?,exhaust gas comprising dust and nitrogen oxides (NO X )
"EP-4634597-A1_en|semantic|4|de|en,fr",1,yes,1,yes,7,24,31,8,faithfulness-borderline,"[{""language"": ""en"", ""passage"": ""Title: Apparatus and process for calcining feed material\n\nAbstract: A process for calcining a feed material can include passing a solid particulate material through a burner or adjacent a burner for being pass through a flame formed by the burner to facilitate calcination of the material. The material can be emitted from the flame of the burner within a calciner for passing through a body of the calciner to an outlet for further calcination of the material so the material has a pre-selected residence time as it is passed through the flame and calciner to an outlet. The residence time can be 20 seconds to 30 seconds, 1-3 minutes, less than 5 minutes in some embodiments. Some embodiments can facilitate calcination of a CaCO 3 material so the calcined solid material output from a calciner is comprised of Ca(OH) 2 (e.g. is mostly Ca(OH) 2 , is over 90 weight percent Ca(OH) 2 , etc.).""}, {""language"": ""fr"", ""passage"": ""Title: Appareil et procédé de calcination de matériau d'alimentation\n\nAbstract: Un procédé de calcination d'un matériau d'alimentation peut comprendre le passage d'un matériau particulaire solide à travers un brûleur ou adjacent à un brûleur pour passer à travers une flamme formée par le brûleur pour faciliter la calcination du matériau. Le matériau peut être émis à partir de la flamme du brûleur à l'intérieur d'un calcinateur pour passer à travers un corps du calcinateur jusqu'à une sortie pour une calcination ultérieure du matériau de telle sorte que le matériau présente un temps de séjour présélectionné lorsqu'il passe à travers la flamme et un calcinateur vers une sortie. Le temps de séjour peut être de 20 secondes à 30 secondes, de 1 à 3 minutes, de moins de 5 minutes dans certains modes de réalisation. Certains modes de réalisation peuvent faciliter la calcination d'un matériau CaCO 3 de telle sorte que le matériau solide calciné délivré par un calcinateur est constitué de Ca(OH) 2 (par exemple, est principalement Ca(OH) 2 , est supérieur à 90 pour cent en poids Ca(OH) 2 , etc.).""}]",EP-4634597-A1_en,EP-4634597-A1,semantic,4,de,"en,fr",31,13,18,none,"Wie kann ein Verfahren die direkte Behandlung von festen Partikeln mit einer Flamme nutzen, um deren Calcination zu ermöglichen?","Ein Verfahren zur Calcination eines Zuführmaterials kann das Durchleiten eines festen partikulären Materials durch einen Brenner oder in dessen Nähe umfassen, sodass es eine vom Brenner gebildete Flamme durchläuft, um die Calcination des Materials zu erleichtern."
"EP-4634597-A1_en|semantic|4|de|en,fr",2,no,1,yes,7,24,31,8,faithfulness-borderline,"[{""language"": ""en"", ""passage"": ""Title: Apparatus and process for calcining feed material\n\nAbstract: A process for calcining a feed material can include passing a solid particulate material through a burner or adjacent a burner for being pass through a flame formed by the burner to facilitate calcination of the material. The material can be emitted from the flame of the burner within a calciner for passing through a body of the calciner to an outlet for further calcination of the material so the material has a pre-selected residence time as it is passed through the flame and calciner to an outlet. The residence time can be 20 seconds to 30 seconds, 1-3 minutes, less than 5 minutes in some embodiments. Some embodiments can facilitate calcination of a CaCO 3 material so the calcined solid material output from a calciner is comprised of Ca(OH) 2 (e.g. is mostly Ca(OH) 2 , is over 90 weight percent Ca(OH) 2 , etc.).""}, {""language"": ""fr"", ""passage"": ""Title: Appareil et procédé de calcination de matériau d'alimentation\n\nAbstract: Un procédé de calcination d'un matériau d'alimentation peut comprendre le passage d'un matériau particulaire solide à travers un brûleur ou adjacent à un brûleur pour passer à travers une flamme formée par le brûleur pour faciliter la calcination du matériau. Le matériau peut être émis à partir de la flamme du brûleur à l'intérieur d'un calcinateur pour passer à travers un corps du calcinateur jusqu'à une sortie pour une calcination ultérieure du matériau de telle sorte que le matériau présente un temps de séjour présélectionné lorsqu'il passe à travers la flamme et un calcinateur vers une sortie. Le temps de séjour peut être de 20 secondes à 30 secondes, de 1 à 3 minutes, de moins de 5 minutes dans certains modes de réalisation. Certains modes de réalisation peuvent faciliter la calcination d'un matériau CaCO 3 de telle sorte que le matériau solide calciné délivré par un calcinateur est constitué de Ca(OH) 2 (par exemple, est principalement Ca(OH) 2 , est supérieur à 90 pour cent en poids Ca(OH) 2 , etc.).""}]",EP-4634597-A1_en,EP-4634597-A1,semantic,4,de,"en,fr",24,11,13,too-extractive,Welche Umwandlung von Calciumverbindungen wird als möglich beschrieben und wie hoch kann der Anteil des Zielprodukts im Ausgangsmaterial sein?,"Einige Ausführungsformen können die Calcination eines CaCO 3-Materials erleichtern, sodass das calzinierte Feststoffmaterial, das aus einem Calciner ausgegeben wird, aus Ca(OH) 2 besteht (z. B. ist überwiegend Ca(OH) 2, beträgt mehr als 90 weight percent Ca(OH) 2, usw.)."
"EP-4634597-A1_en|semantic|4|de|en,fr",3,no,1,yes,7,24,31,8,faithfulness-borderline,"[{""language"": ""en"", ""passage"": ""Title: Apparatus and process for calcining feed material\n\nAbstract: A process for calcining a feed material can include passing a solid particulate material through a burner or adjacent a burner for being pass through a flame formed by the burner to facilitate calcination of the material. The material can be emitted from the flame of the burner within a calciner for passing through a body of the calciner to an outlet for further calcination of the material so the material has a pre-selected residence time as it is passed through the flame and calciner to an outlet. The residence time can be 20 seconds to 30 seconds, 1-3 minutes, less than 5 minutes in some embodiments. Some embodiments can facilitate calcination of a CaCO 3 material so the calcined solid material output from a calciner is comprised of Ca(OH) 2 (e.g. is mostly Ca(OH) 2 , is over 90 weight percent Ca(OH) 2 , etc.).""}, {""language"": ""fr"", ""passage"": ""Title: Appareil et procédé de calcination de matériau d'alimentation\n\nAbstract: Un procédé de calcination d'un matériau d'alimentation peut comprendre le passage d'un matériau particulaire solide à travers un brûleur ou adjacent à un brûleur pour passer à travers une flamme formée par le brûleur pour faciliter la calcination du matériau. Le matériau peut être émis à partir de la flamme du brûleur à l'intérieur d'un calcinateur pour passer à travers un corps du calcinateur jusqu'à une sortie pour une calcination ultérieure du matériau de telle sorte que le matériau présente un temps de séjour présélectionné lorsqu'il passe à travers la flamme et un calcinateur vers une sortie. Le temps de séjour peut être de 20 secondes à 30 secondes, de 1 à 3 minutes, de moins de 5 minutes dans certains modes de réalisation. Certains modes de réalisation peuvent faciliter la calcination d'un matériau CaCO 3 de telle sorte que le matériau solide calciné délivré par un calcinateur est constitué de Ca(OH) 2 (par exemple, est principalement Ca(OH) 2 , est supérieur à 90 pour cent en poids Ca(OH) 2 , etc.).""}]",EP-4634597-A1_en,EP-4634597-A1,semantic,4,de,"en,fr",24,11,13,poor-writing,"Wie wird im beschriebenen Ansatz die Verweildauer der Partikel während der Flammenbehandlung und der Nachbehandlung gesteuert, und welche Zeitbereiche werden genannt?","Das Material kann aus der Flamme des Brenners innerhalb eines Calciners abgegeben werden, um durch den Körper des Calciners zu einer Austrittsöffnung für eine weitere Calcination des Materials geführt zu werden, sodass das Material eine vorgewählte Verweildauer aufweist, während es durch die Flamme und den Calciner zu einer Austrittsöffnung geführt wird. Die Verweildauer kann 20 seconds to 30 seconds, 1-3 minutes, less than 5 minutes in einigen Ausführungsformen betragen."
"EP-4626569-A1_de|technical|2|en|de,fr",1,yes,1,yes,6,29,35,10,none,"[{""language"": ""de"", ""passage"": ""Title: Verbessertes verfahren zur herstellung von alkalimetallmethanolaten\n\nAbstract: Die vorliegende Erfindung betrifft ein Verfahren zur Herstellung mindestens eines Alkalimetallmethanolats durch Reaktivdestillation in mindestens einer Reaktionskolonne. Am unteren Ende der Reaktionskolonne(n) wird das jeweilige, in Methanol gelöste Alkalimetallmethanolat entnommen. Das am Kopf der Reaktionskolonne(n) erhaltene Methanol/Wasser-Gemisch wird in einer Rektifikationskolonne destillativ getrennt. Die am oberen Ende der Rektifikationskolonne erhaltenen Brüden werden in mindestens zwei Stufen verdichtet und die Energie der jeweils verdichteten Brüden vorteilhaft auf Sumpf- und Seitenstrom der Rektifikationskolonne übertragen. Dies ermöglicht den besonders effizienten Einsatz der Energie der verdichteten Brüden im erfindungsgemäßen Verfahren. Zusätzlich wird die Energie des am unteren Ende der Reaktionskolonne(n) erhaltenen Produktstroms von Alkalimetallmethanolat vorteilhaft auf die Brüdenströme aus der Rektifikationskolonne übertragen, insbesondere bevor diese Brüden einer Verdichtung unterworfen werden. Die Energie des verdichteten Brüdens kann zusätzlich zum Betrieb der Reaktionskolonne(n) eingesetzt werden oder zum Betrieb einer Reaktionskolonne, in welcher ein Verfahren zur Umalkoholisierung von Alkalimetallalkoholaten durchgeführt wird.""}, {""language"": ""fr"", ""passage"": ""Title: Procédé amelioré de production de méthoxydes de métaux alcalins\n\nAbstract: L'invention concerne un procédé de production d'au moins un méthoxyde de métal alcalin par distillation réactive dans au moins une colonne de réaction. Au niveau de l'extrémité inférieure de la ou des colonnes de réaction, le méthoxyde de métal alcalin respectif dissous dans le méthanol est retiré. Le mélange méthanol/eau obtenu en tête de la ou des colonnes de réaction est séparé par distillation dans une colonne de rectification. Les vapeurs obtenues à l'extrémité supérieure de la colonne de rectification sont comprimées en au moins deux étapes, et l'énergie des vapeurs comprimées dans chaque cas est transférée de manière avantageuse vers les flux de fond et les flux latéraux de la colonne de rectification. Ceci permet une utilisation particulièrement efficace de l'énergie des vapeurs comprimées dans le procédé selon l'invention. De plus, l'énergie du flux de produit de méthoxyde de métal alcalin obtenu à l'extrémité inférieure de la ou des colonnes de réaction est avantageusement transférée aux flux de vapeur provenant de la colonne de rectification, en particulier avant que lesdites vapeurs ne soient soumises à un processus de compression. L'énergie provenant des vapeurs comprimées peut en outre être utilisée pour faire fonctionner la ou les colonnes de réaction ou une colonne de réaction dans laquelle un procédé de transalcoolisation d'alcoxydes de métal alcalin est effectué.""}]",EP-4626569-A1_de,EP-4626569-A1,technical,2,en,"de,fr",35,15,20,none,In how many stages are the vapors from the top of the rectification column compressed?,in mindestens zwei Stufen
"EP-4626569-A1_de|technical|2|en|de,fr",2,no,1,yes,6,29,35,10,none,"[{""language"": ""de"", ""passage"": ""Title: Verbessertes verfahren zur herstellung von alkalimetallmethanolaten\n\nAbstract: Die vorliegende Erfindung betrifft ein Verfahren zur Herstellung mindestens eines Alkalimetallmethanolats durch Reaktivdestillation in mindestens einer Reaktionskolonne. Am unteren Ende der Reaktionskolonne(n) wird das jeweilige, in Methanol gelöste Alkalimetallmethanolat entnommen. Das am Kopf der Reaktionskolonne(n) erhaltene Methanol/Wasser-Gemisch wird in einer Rektifikationskolonne destillativ getrennt. Die am oberen Ende der Rektifikationskolonne erhaltenen Brüden werden in mindestens zwei Stufen verdichtet und die Energie der jeweils verdichteten Brüden vorteilhaft auf Sumpf- und Seitenstrom der Rektifikationskolonne übertragen. Dies ermöglicht den besonders effizienten Einsatz der Energie der verdichteten Brüden im erfindungsgemäßen Verfahren. Zusätzlich wird die Energie des am unteren Ende der Reaktionskolonne(n) erhaltenen Produktstroms von Alkalimetallmethanolat vorteilhaft auf die Brüdenströme aus der Rektifikationskolonne übertragen, insbesondere bevor diese Brüden einer Verdichtung unterworfen werden. Die Energie des verdichteten Brüdens kann zusätzlich zum Betrieb der Reaktionskolonne(n) eingesetzt werden oder zum Betrieb einer Reaktionskolonne, in welcher ein Verfahren zur Umalkoholisierung von Alkalimetallalkoholaten durchgeführt wird.""}, {""language"": ""fr"", ""passage"": ""Title: Procédé amelioré de production de méthoxydes de métaux alcalins\n\nAbstract: L'invention concerne un procédé de production d'au moins un méthoxyde de métal alcalin par distillation réactive dans au moins une colonne de réaction. Au niveau de l'extrémité inférieure de la ou des colonnes de réaction, le méthoxyde de métal alcalin respectif dissous dans le méthanol est retiré. Le mélange méthanol/eau obtenu en tête de la ou des colonnes de réaction est séparé par distillation dans une colonne de rectification. Les vapeurs obtenues à l'extrémité supérieure de la colonne de rectification sont comprimées en au moins deux étapes, et l'énergie des vapeurs comprimées dans chaque cas est transférée de manière avantageuse vers les flux de fond et les flux latéraux de la colonne de rectification. Ceci permet une utilisation particulièrement efficace de l'énergie des vapeurs comprimées dans le procédé selon l'invention. De plus, l'énergie du flux de produit de méthoxyde de métal alcalin obtenu à l'extrémité inférieure de la ou des colonnes de réaction est avantageusement transférée aux flux de vapeur provenant de la colonne de rectification, en particulier avant que lesdites vapeurs ne soient soumises à un processus de compression. L'énergie provenant des vapeurs comprimées peut en outre être utilisée pour faire fonctionner la ou les colonnes de réaction ou une colonne de réaction dans laquelle un procédé de transalcoolisation d'alcoxydes de métal alcalin est effectué.""}]",EP-4626569-A1_de,EP-4626569-A1,technical,2,en,"de,fr",31,15,16,weak-query-shape,What is withdrawn at the lower end of the reaction column?,"das jeweilige, in Methanol gelöste Alkalimetallmethanolat"
"EP-4626569-A1_de|technical|2|en|de,fr",3,no,1,yes,6,29,35,10,none,"[{""language"": ""de"", ""passage"": ""Title: Verbessertes verfahren zur herstellung von alkalimetallmethanolaten\n\nAbstract: Die vorliegende Erfindung betrifft ein Verfahren zur Herstellung mindestens eines Alkalimetallmethanolats durch Reaktivdestillation in mindestens einer Reaktionskolonne. Am unteren Ende der Reaktionskolonne(n) wird das jeweilige, in Methanol gelöste Alkalimetallmethanolat entnommen. Das am Kopf der Reaktionskolonne(n) erhaltene Methanol/Wasser-Gemisch wird in einer Rektifikationskolonne destillativ getrennt. Die am oberen Ende der Rektifikationskolonne erhaltenen Brüden werden in mindestens zwei Stufen verdichtet und die Energie der jeweils verdichteten Brüden vorteilhaft auf Sumpf- und Seitenstrom der Rektifikationskolonne übertragen. Dies ermöglicht den besonders effizienten Einsatz der Energie der verdichteten Brüden im erfindungsgemäßen Verfahren. Zusätzlich wird die Energie des am unteren Ende der Reaktionskolonne(n) erhaltenen Produktstroms von Alkalimetallmethanolat vorteilhaft auf die Brüdenströme aus der Rektifikationskolonne übertragen, insbesondere bevor diese Brüden einer Verdichtung unterworfen werden. Die Energie des verdichteten Brüdens kann zusätzlich zum Betrieb der Reaktionskolonne(n) eingesetzt werden oder zum Betrieb einer Reaktionskolonne, in welcher ein Verfahren zur Umalkoholisierung von Alkalimetallalkoholaten durchgeführt wird.""}, {""language"": ""fr"", ""passage"": ""Title: Procédé amelioré de production de méthoxydes de métaux alcalins\n\nAbstract: L'invention concerne un procédé de production d'au moins un méthoxyde de métal alcalin par distillation réactive dans au moins une colonne de réaction. Au niveau de l'extrémité inférieure de la ou des colonnes de réaction, le méthoxyde de métal alcalin respectif dissous dans le méthanol est retiré. Le mélange méthanol/eau obtenu en tête de la ou des colonnes de réaction est séparé par distillation dans une colonne de rectification. Les vapeurs obtenues à l'extrémité supérieure de la colonne de rectification sont comprimées en au moins deux étapes, et l'énergie des vapeurs comprimées dans chaque cas est transférée de manière avantageuse vers les flux de fond et les flux latéraux de la colonne de rectification. Ceci permet une utilisation particulièrement efficace de l'énergie des vapeurs comprimées dans le procédé selon l'invention. De plus, l'énergie du flux de produit de méthoxyde de métal alcalin obtenu à l'extrémité inférieure de la ou des colonnes de réaction est avantageusement transférée aux flux de vapeur provenant de la colonne de rectification, en particulier avant que lesdites vapeurs ne soient soumises à un processus de compression. L'énergie provenant des vapeurs comprimées peut en outre être utilisée pour faire fonctionner la ou les colonnes de réaction ou une colonne de réaction dans laquelle un procédé de transalcoolisation d'alcoxydes de métal alcalin est effectué.""}]",EP-4626569-A1_de,EP-4626569-A1,technical,2,en,"de,fr",29,15,14,broad-summary,What process is used to produce the alkali metal methoxides?,Reaktivdestillation in mindestens einer Reaktionskolonne
"EP-4633386-A1_en|technical|3|en|en,fr",1,yes,1,yes,6,31,37,9,none,"[{""language"": ""en"", ""passage"": ""Title: Procedure for preparing compositions with a high content of bioactive compounds\n\nAbstract: The present invention relates to a process for the preparation of compositions having a high concentration of bioactive compounds (BACs), as well as to the use of a device for implementing said process, comprising the percolation of halogenated solvents, in particular hydrofluorocarbons and hydrofluoroolefins, through a solid matrix comprising one or more bioactive compounds and the subsequent evaporation of the halogenated solvent in an expansion chamber containing the substance to be enriched. The invention also relates to BAC-enriched compositions thus obtained and to food, cosmetic, nutraceutical, or pharmaceutical products containing them.""}, {""language"": ""fr"", ""passage"": ""Title: Procédé de préparation de compositions à teneur élevée en composés bioactifs\n\nAbstract: La présente invention concerne un procédé de préparation de compositions ayant une concentration élevée en composés bioactifs (BAC), ainsi que l'utilisation d'un dispositif pour la mise en œuvre dudit procédé, comprenant la percolation de solvants halogénés, en particulier d'hydrofluorocarbones et d'hydrofluorooléfines, à travers une matrice solide comprenant un ou plusieurs composés bioactifs et l'évaporation ultérieure du solvant halogéné dans une chambre d'expansion contenant la substance à enrichir. L'invention concerne également des compositions enrichies en BAC ainsi obtenues et des produits alimentaires, cosmétiques, nutraceutiques ou pharmaceutiques les contenant.""}]",EP-4633386-A1_en,EP-4633386-A1,technical,3,en,"en,fr",37,15,22,none,What types of halogenated solvents are specified?,hydrofluorocarbons and hydrofluoroolefins
"EP-4633386-A1_en|technical|3|en|en,fr",2,no,1,yes,6,31,37,9,none,"[{""language"": ""en"", ""passage"": ""Title: Procedure for preparing compositions with a high content of bioactive compounds\n\nAbstract: The present invention relates to a process for the preparation of compositions having a high concentration of bioactive compounds (BACs), as well as to the use of a device for implementing said process, comprising the percolation of halogenated solvents, in particular hydrofluorocarbons and hydrofluoroolefins, through a solid matrix comprising one or more bioactive compounds and the subsequent evaporation of the halogenated solvent in an expansion chamber containing the substance to be enriched. The invention also relates to BAC-enriched compositions thus obtained and to food, cosmetic, nutraceutical, or pharmaceutical products containing them.""}, {""language"": ""fr"", ""passage"": ""Title: Procédé de préparation de compositions à teneur élevée en composés bioactifs\n\nAbstract: La présente invention concerne un procédé de préparation de compositions ayant une concentration élevée en composés bioactifs (BAC), ainsi que l'utilisation d'un dispositif pour la mise en œuvre dudit procédé, comprenant la percolation de solvants halogénés, en particulier d'hydrofluorocarbones et d'hydrofluorooléfines, à travers une matrice solide comprenant un ou plusieurs composés bioactifs et l'évaporation ultérieure du solvant halogéné dans une chambre d'expansion contenant la substance à enrichir. L'invention concerne également des compositions enrichies en BAC ainsi obtenues et des produits alimentaires, cosmétiques, nutraceutiques ou pharmaceutiques les contenant.""}]",EP-4633386-A1_en,EP-4633386-A1,technical,3,en,"en,fr",34,15,19,none,Where is the halogenated solvent evaporated?,in an expansion chamber containing the substance to be enriched
"EP-4633386-A1_en|technical|3|en|en,fr",3,no,1,yes,6,31,37,9,none,"[{""language"": ""en"", ""passage"": ""Title: Procedure for preparing compositions with a high content of bioactive compounds\n\nAbstract: The present invention relates to a process for the preparation of compositions having a high concentration of bioactive compounds (BACs), as well as to the use of a device for implementing said process, comprising the percolation of halogenated solvents, in particular hydrofluorocarbons and hydrofluoroolefins, through a solid matrix comprising one or more bioactive compounds and the subsequent evaporation of the halogenated solvent in an expansion chamber containing the substance to be enriched. The invention also relates to BAC-enriched compositions thus obtained and to food, cosmetic, nutraceutical, or pharmaceutical products containing them.""}, {""language"": ""fr"", ""passage"": ""Title: Procédé de préparation de compositions à teneur élevée en composés bioactifs\n\nAbstract: La présente invention concerne un procédé de préparation de compositions ayant une concentration élevée en composés bioactifs (BAC), ainsi que l'utilisation d'un dispositif pour la mise en œuvre dudit procédé, comprenant la percolation de solvants halogénés, en particulier d'hydrofluorocarbones et d'hydrofluorooléfines, à travers une matrice solide comprenant un ou plusieurs composés bioactifs et l'évaporation ultérieure du solvant halogéné dans une chambre d'expansion contenant la substance à enrichir. L'invention concerne également des compositions enrichies en BAC ainsi obtenues et des produits alimentaires, cosmétiques, nutraceutiques ou pharmaceutiques les contenant.""}]",EP-4633386-A1_en,EP-4633386-A1,technical,3,en,"en,fr",31,15,16,broad-summary,What kinds of products can contain the BAC-enriched compositions?,"food, cosmetic, nutraceutical, or pharmaceutical products"
