model,short,query_id,qlang,first_gold_idx,n_blockers,same_lang_blockers,sl_blocker_share,sl_confusion,rank1
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633415-A1_en_q_de,de,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633415-A1_fr_q_fr,fr,16,16,14,0.875,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633415-A1_en_q_es,es,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633950-A1_en_q_en,en,15,15,14,0.9333333333333333,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633950-A1_en_q_de,de,100,100,14,0.14,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633950-A1_fr_q_fr,fr,100,100,82,0.82,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633950-A1_en_q_es,es,100,100,18,0.18,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634629-A1_en_q_en,en,100,100,38,0.38,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634629-A1_de_q_de,de,100,100,23,0.23,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634629-A1_fr_q_fr,fr,100,100,92,0.92,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634629-A1_en_q_es,es,100,100,11,0.11,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633582-A1_en_q_es,es,4,4,1,0.25,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634165-A1_en_q_es,es,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633677-A1_en_q_de,de,46,46,0,0.0,0.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634246-A1_en_q_en,en,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634120-A1_en_q_de,de,30,30,1,0.03333333333333333,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633638-A1_en_q_en,en,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633389-A1_en_q_en,en,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025209629-A1_de_q_es,es,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634132-A2_en_q_en,en,3,3,2,0.6666666666666666,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634914-A1_en_q_es,es,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634285-A1_en_q_de,de,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634122-A1_fr_q_fr,fr,44,44,42,0.9545454545454546,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634365-A1_fr_q_fr,fr,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025214709-A1_de_q_es,es,25,25,5,0.2,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633426-A2_en_q_es,es,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4630604-A1_de_q_es,es,6,6,0,0.0,0.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634118-A1_en_q_es,es,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634404-A1_en_q_de,de,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633465-A1_en_q_de,de,1,1,0,0.0,0.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633680-A1_en_q_es,es,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025201606-A1_de_q_es,es,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634435-A1_en_q_de,de,8,8,5,0.625,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634143-A1_en_q_de,de,5,5,3,0.6,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634411-A1_en_q_de,de,100,100,38,0.38,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634287-A1_en_q_es,es,4,4,1,0.25,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633627-A1_en_q_de,de,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633670-A1_fr_q_fr,fr,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025202163-A1_fr_q_fr,fr,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025214852-A1_fr_q_fr,fr,28,28,22,0.7857142857142857,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025214996-A1_fr_q_fr,fr,46,46,44,0.9565217391304348,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4630123-A1_de_q_de,de,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634646-A1_en_q_en,en,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634294-A1_en_q_en,en,1,1,1,1.0,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634436-A1_fr_q_fr,fr,1,1,1,1.0,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633761-A1_en_q_en,en,100,100,28,0.28,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025215167-A1_de_q_de,de,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4626962-A1_de_q_en,en,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4626962-A1_de_q_de,de,7,7,5,0.7142857142857143,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4626962-A1_fr_q_fr,fr,19,19,18,0.9473684210526315,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4626962-A1_de_q_es,es,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025201936-A1_de_q_en,en,65,65,25,0.38461538461538464,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025201936-A1_fr_q_fr,fr,1,1,1,1.0,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025201936-A1_de_q_es,es,6,6,2,0.3333333333333333,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634597-A1_en_q_en,en,35,35,14,0.4,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634597-A1_en_q_de,de,4,4,1,0.25,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634597-A1_fr_q_fr,fr,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634597-A1_en_q_es,es,16,16,3,0.1875,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634381-A1_en_q_zh,zh,28,28,2,0.07142857142857142,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633589-A1_en_q_zh,zh,100,100,0,0.0,0.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4627024-A1_de_q_zh,zh,83,83,4,0.04819277108433735,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634926-A1_en_q_zh,zh,41,41,1,0.024390243902439025,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633863-A2_en_q_zh,zh,52,52,3,0.057692307692307696,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633797-A1_en_q_zh,zh,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633777-A1_en_q_zh,zh,1,1,0,0.0,0.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633621-A1_en_q_zh,zh,1,1,0,0.0,0.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634723-A1_en_q_zh,zh,100,100,0,0.0,0.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633581-A1_en_q_zh,zh,99,99,19,0.1919191919191919,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634416-A1_en_q_zh,zh,6,6,0,0.0,0.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634305-A1_en_q_zh,zh,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633531-A1_en_q_zh,zh,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634333-A1_en_q_zh,zh,24,24,2,0.08333333333333333,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634212-A1_en_q_zh,zh,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4629959-A1_de_q_zh,zh,32,32,8,0.25,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4627881-A1_de_q_zh,zh,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633576-A1_en_q_zh,zh,100,100,8,0.08,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633742-A2_en_q_zh,zh,4,4,0,0.0,0.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633791-A1_en_q_zh,zh,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4630574-A1_fr_q_fr,fr,100,100,85,0.85,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634111-A1_fr_q_fr,fr,62,62,60,0.967741935483871,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633622-A2_en_q_es,es,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634187-A1_en_q_es_120,es,4,4,0,0.0,0.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634139-A1_fr_q_fr,fr,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634136-A1_en_q_en,en,100,100,40,0.4,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634136-A1_en_q_de,de,60,60,27,0.45,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634136-A1_fr_q_fr,fr,3,3,3,1.0,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634136-A1_en_q_es_125,es,100,100,22,0.22,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,q_126_zh,zh,100,100,5,0.05,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634248-A1_en_q_en,en,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634142-A1_en_q_es,es,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025214812-A1_de_q_es,es,2,2,0,0.0,0.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633662-A1_en_q_de,de,41,41,0,0.0,0.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025153617-A3_de_q_de,de,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634596-A1_en_q_en,en,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634596-A1_en_q_de,de,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634596-A1_fr_q_fr,fr,2,2,2,1.0,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634596-A1_en_q_es_135,es,4,4,4,1.0,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,q_136_zh,zh,46,46,0,0.0,0.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4626887-A1_en_q_en,en,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4630033-A1_en_q_en,en,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4532639-A1_fr_q_fr,fr,69,69,62,0.8985507246376812,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4627010-A1_en_q_de,de,100,100,10,0.1,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4626937-A1_en_q_de,de,68,68,38,0.5588235294117647,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2022119476-A1_en_q_de,de,37,37,2,0.05405405405405406,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025131900-A1_en_q_en,en,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025200741-A1_en_q_zh,zh,100,100,3,0.03,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,MX-2025009603-A_en_q_en,en,3,3,2,0.6666666666666666,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,MX-2025009952-A_en_q_zh,zh,18,18,0,0.0,0.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025150253-A1_en_q_es,es,27,27,8,0.2962962962962963,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025186929-A8_en_q_en,en,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025211042-A1_en_q_en,en,2,2,2,1.0,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025209205-A1_en_q_en,en,100,100,57,0.57,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025207982-A1_en_q_de,de,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025210325-A1_en_q_de,de,29,29,6,0.20689655172413793,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025216427-A1_zh_q_zh,zh,100,100,2,0.02,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025197823-A1_zh_q_zh,zh,4,4,0,0.0,0.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,MX-2025002756-A_en_q_en,en,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025202632-A1_en_q_en,en,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4627608-A1_en_q_en,en,10,10,9,0.9,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634668-A1_fr_q_fr,fr,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,MX-2025009965-A_en_q_de,de,100,100,25,0.25,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025164300-A1_en_q_de,de,100,100,30,0.3,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,MX-2025009189-A_en_q_de,de,1,1,0,0.0,0.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2024253632-A1_en_q_en,en,7,7,4,0.5714285714285714,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025216023-A1_zh_q_zh,zh,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025211128-A1_en_q_en,en,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,MX-2025010237-A_en_q_zh,zh,11,11,2,0.18181818181818182,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4633785-A2_en_q_es,es,18,18,1,0.05555555555555555,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,MX-2025005737-A_en_q_en,en,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,MX-2025010606-A_en_q_en,en,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,MX-2025010877-A_en_q_en,en,7,7,3,0.42857142857142855,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4584035-A1_de_q_de,de,5,5,1,0.2,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025170306-A1_en_q_de,de,3,3,0,0.0,0.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025210569-A1_zh_q_zh,zh,100,100,8,0.08,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,MX-2025010084-A_en_q_zh,zh,100,100,1,0.01,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025186542-A8_en_q_en,en,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025206130-A1_zh_q_zh,zh,74,74,2,0.02702702702702703,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025208054-A1_en_q_de,de,5,5,0,0.0,0.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025201708-A1_en_q_zh,zh,34,34,4,0.11764705882352941,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025141238-A1_es_q_es,es,15,15,5,0.3333333333333333,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,MX-2025004351-A_en_q_en,en,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025200809-A1_en_q_en,en,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025201644-A1_fr_q_fr,fr,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,MX-2025003633-A_en_q_de,de,100,100,15,0.15,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025170482-A1_en_q_de,de,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,MX-2025002762-A_en_q_en,en,100,100,34,0.34,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,MX-2025009196-A_en_q_de,de,100,100,23,0.23,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4584246-A1_en_q_zh,zh,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2022031256-A1_en_q_zh,zh,100,100,8,0.08,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,ES-3035119-A1_en_q_fr,fr,100,100,100,1.0,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2022231470-A1_en_q_de,de,72,72,6,0.08333333333333333,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4627127-A1_en_q_de,de,89,89,25,0.2808988764044944,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025185983-A1_en_q_es,es,100,100,13,0.13,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4627015-A1_en_q_de,de,75,75,11,0.14666666666666667,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025212979-A1_en_q_de,de,64,64,1,0.015625,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,MX-2025010953-A_en_q_zh,zh,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025207427-A1_en_q_de,de,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,MX-2025007532-A_en_q_de,de,2,2,0,0.0,0.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4627092-A1_en_q_zh,zh,20,20,0,0.0,0.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4584229-A1_en_q_es,es,100,100,25,0.25,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2024054196-A1_en_q_zh,zh,100,100,4,0.04,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025164618-A1_en_q_es,es,100,100,13,0.13,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4626889-A1_en_q_es,es,8,8,0,0.0,0.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,MX-2025004761-A_en_q_zh,zh,100,100,2,0.02,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,MX-2025009867-A_en_q_de,de,100,100,0,0.0,0.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-03042409-A3_en_q_es,es,1,1,0,0.0,0.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025212474-A1_en_q_de,de,100,100,4,0.04,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,ES-3028671-A1_en_q_zh,zh,100,100,4,0.04,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025212467-A1_en_q_de,de,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,MX-2025009862-A_en_q_fr,fr,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4566167-A1_en_q_es,es,44,44,8,0.18181818181818182,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025216937-A1_en_q_es,es,1,1,0,0.0,0.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4630021-A1_en_q_de,de,2,2,0,0.0,0.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,MX-2025007206-A_en_q_de,de,100,100,4,0.04,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4504821-A1_en_q_es,es,100,100,6,0.06,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025205793-A1_en_q_de,de,75,75,12,0.16,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025206825-A1_en_q_de,de,21,21,17,0.8095238095238095,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4568770-A1_en_q_es,es,39,39,6,0.15384615384615385,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025188827-A8_en_q_es,es,100,100,16,0.16,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,MX-2025008259-A_en_q_fr,fr,100,100,94,0.94,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025132504-A1_en_q_es,es,100,100,29,0.29,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,MX-2025007237-A_en_q_fr,fr,7,7,5,0.7142857142857143,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,MX-2025005647-A_en_q_zh,zh,100,100,3,0.03,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025214411-A1_en_q_de,de,13,13,1,0.07692307692307693,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4623093-A2_en_q_es,es,1,1,0,0.0,0.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4634148-A1_en_q_de,de,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025202170-A1_en_q_es,es,100,100,21,0.21,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,EP-4507673-A1_en_q_de,de,7,7,0,0.0,0.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,MX-2025007577-A_en_q_fr,fr,11,11,11,1.0,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,MX-2025009131-A_en_q_zh,zh,100,100,6,0.06,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,MX-2025009990-A_en_q_zh,zh,8,8,0,0.0,0.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2023153953-A1_en_q_es,es,3,3,0,0.0,0.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025183548-A1_en_q_de,de,100,100,2,0.02,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025007163-A1_en_q_de,de,100,100,22,0.22,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025206959-A1_en_q_de,de,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025207810-A1_en_q_zh,zh,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025215476-A1_en_q_de,de,100,100,24,0.24,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2023149795-A1_en_q_en,en,100,100,31,0.31,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2022124934-A1_en_q_es,es,1,1,0,0.0,0.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025187134-A8_en_q_en,en,43,43,15,0.3488372093023256,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2023200358-A1_en_q_en,en,100,100,31,0.31,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025216105-A1_fr_q_fr,fr,100,100,90,0.9,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,MX-2025005014-A_es_q_es,es,0,0,0,,0.0,gold
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025216873-A1_fr_q_fr,fr,1,1,1,1.0,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025205780-A1_zh_q_zh,zh,14,14,4,0.2857142857142857,1.0,foreign
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,MX-2025009666-A_en_q_en,en,100,100,19,0.19,1.0,same
Qwen/Qwen3-Embedding-0.6B,qwen3-0.6B,WO-2025212049-A1_fr_q_fr,fr,52,52,39,0.75,1.0,same
